"Species","Redlist_cat","Threatened","Country"
"Agropyron junceum","Ex?","yes","Slovenia"
"Agrostemma githago","V","yes","Slovenia"
"Alisma gramineum","V","yes","Slovenia"
"Alisma lanceolatum","V","yes","Slovenia"
"Allium angulosum","V","yes","Slovenia"
"Allium neapolitanum","V","yes","Slovenia"
"Alopecurus aequalis","V","yes","Slovenia"
"Alopecurus geniculatus","V","yes","Slovenia"
"Alyssum montanum var. pluscanescens","E","yes","Slovenia"
"Anacamptis pyramidalis","V","yes","Slovenia"
"Andromeda polifolia","V","yes","Slovenia"
"Anemone hortensis","E","yes","Slovenia"
"Anemone sylvestris","Ex","yes","Slovenia"
"Apium repens","E","yes","Slovenia"
"Arbutus unedo","V","yes","Slovenia"
"Arnica montana","V","yes","Slovenia"
"Artemisia atrata","V","yes","Slovenia"
"Artemisia caerulescens","V","yes","Slovenia"
"Arthrocnemum fruticosum","V","yes","Slovenia"
"Arthrocnemum glaucum","V","yes","Slovenia"
"Arundo plinii","Ex?","yes","Slovenia"
"Asphodelus albus","V","yes","Slovenia"
"Aster tripolium","V","yes","Slovenia"
"Astragalus hamosus","Ex","yes","Slovenia"
"Atriplex oblongifolia","Ex?","yes","Slovenia"
"Atriplex prostrata","V","yes","Slovenia"
"Atriplex rosea","Ex?","yes","Slovenia"
"Atriplex sagittata","Ex?","yes","Slovenia"
"Atriplex tatarica","E","yes","Slovenia"
"Baldellia ranunculoides","E","yes","Slovenia"
"Bellevalia romana","E","yes","Slovenia"
"Betula nana","Ex","yes","Slovenia"
"Blysmus compressus","V","yes","Slovenia"
"Bolboschoenus maritimus","V","yes","Slovenia"
"Botrychium simplex","Ex","yes","Slovenia"
"Butomus umbellatus","V","yes","Slovenia"
"Cakile maritima","E","yes","Slovenia"
"Caldesia parnassifolia","E","yes","Slovenia"
"Calla palustris","E","yes","Slovenia"
"Callitriche cophocarpa","E","yes","Slovenia"
"Campanula barbata","V","yes","Slovenia"
"Campanula x vrtacensis","V","yes","Slovenia"
"Carex acutiformis","V","yes","Slovenia"
"Carex appropinquata","V","yes","Slovenia"
"Carex bohemica","V","yes","Slovenia"
"Carex buekii","V","yes","Slovenia"
"Carex buxbaumii","E","yes","Slovenia"
"Carex davalliana","V","yes","Slovenia"
"Carex diandra","V","yes","Slovenia"
"Carex dioica","V","yes","Slovenia"
"Carex distans","V","yes","Slovenia"
"Carex disticha","V","yes","Slovenia"
"Carex extensa","E","yes","Slovenia"
"Carex hallerana","V","yes","Slovenia"
"Carex hostiana","V","yes","Slovenia"
"Carex lasiocarpa","E","yes","Slovenia"
"Carex limosa","V","yes","Slovenia"
"Carex paniculata","V","yes","Slovenia"
"Carex pauciflora","V","yes","Slovenia"
"Carex pulicaris","V","yes","Slovenia"
"Carex riparia","V","yes","Slovenia"
"Carex rostrata","V","yes","Slovenia"
"Carex strigosa","E","yes","Slovenia"
"Carex vesicaria","V","yes","Slovenia"
"Centaurea alpina","E","yes","Slovenia"
"Centaurea cyanus","V","yes","Slovenia"
"Centaurea rupestris","V","yes","Slovenia"
"Centaurium spicatum","E","yes","Slovenia"
"Centaurium tenuiflorum","E","yes","Slovenia"
"Centunculus minimus","V","yes","Slovenia"
"Cephalanthera damasonium","V","yes","Slovenia"
"Cephalanthera longifolia","V","yes","Slovenia"
"Cephalanthera rubra","V","yes","Slovenia"
"Cerastium dinaricum","E","yes","Slovenia"
"Ceratophyllum demersum","V","yes","Slovenia"
"Ceratophyllum submersum","E","yes","Slovenia"
"Chimaphila umbellata","V","yes","Slovenia"
"Chondrilla chondrilloides","V","yes","Slovenia"
"Cicuta virosa","E","yes","Slovenia"
"Cistus salviifolius","Ex","yes","Slovenia"
"Cladium mariscus","V","yes","Slovenia"
"Coeloglossum viride","V","yes","Slovenia"
"Conium maculatum","E","yes","Slovenia"
"Corallorhiza trifida","V","yes","Slovenia"
"Crepis zacintha","E","yes","Slovenia"
"Crypsis aculeata","Ex","yes","Slovenia"
"Cuscuta epilinum","Ex","yes","Slovenia"
"Cyperus flavescens","V","yes","Slovenia"
"Cyperus fuscus","V","yes","Slovenia"
"Cyperus glaber","V","yes","Slovenia"
"Cyperus longus","V","yes","Slovenia"
"Cyperus michelianus","E","yes","Slovenia"
"Cyperus serotinus","V","yes","Slovenia"
"Cypripedium calceolus","V","yes","Slovenia"
"Cytisanthus holopetalus","V","yes","Slovenia"
"Dactylorhiza incarnata","V","yes","Slovenia"
"Dactylorhiza maculata","V","yes","Slovenia"
"Dactylorhiza maculata ssp. silvanica","V","yes","Slovenia"
"Dactylorhiza majalis","V","yes","Slovenia"
"Dactylorhiza sambucina","V","yes","Slovenia"
"Dactylorhiza traunsteineri","V","yes","Slovenia"
"Daphne blagayana","V","yes","Slovenia"
"Daphne cneorum f. arbusculoides","V","yes","Slovenia"
"Dasypyrum villosum","Ex?","yes","Slovenia"
"Digitaria aegyptiaca","Ex?","yes","Slovenia"
"Dracunculus vulgaris","E","yes","Slovenia"
"Drosera anglica","V","yes","Slovenia"
"Drosera intermedia","E","yes","Slovenia"
"Drosera rotundifolia","V","yes","Slovenia"
"Dryopteris cristata","Ex","yes","Slovenia"
"Ecballium elaterium","E","yes","Slovenia"
"Elatine hexandra","E","yes","Slovenia"
"Elatine triandra","E","yes","Slovenia"
"Eleocharis austriaca","V","yes","Slovenia"
"Eleocharis carniolica","V","yes","Slovenia"
"Eleocharis mamillata","E","yes","Slovenia"
"Eleocharis quinqueflora","V","yes","Slovenia"
"Eleocharis uniglumis","V","yes","Slovenia"
"Epipactis palustris","V","yes","Slovenia"
"Epipogium aphyllum","E","yes","Slovenia"
"Equisetum fluviatile","V","yes","Slovenia"
"Equisetum ramosissimum","V","yes","Slovenia"
"Equisetum variegatum","V","yes","Slovenia"
"Eriophorum angustifolium","V","yes","Slovenia"
"Eriophorum gracile","E","yes","Slovenia"
"Eriophorum latifolium","V","yes","Slovenia"
"Eriophorum scheuchzeri","V","yes","Slovenia"
"Eriophorum vaginatum","V","yes","Slovenia"
"Eryngium campestre","Ex","yes","Slovenia"
"Eryngium maritimum","Ex","yes","Slovenia"
"Erythronium dens-canis","V","yes","Slovenia"
"Euphorbia lucida","E","yes","Slovenia"
"Euphorbia palustris","Ex","yes","Slovenia"
"Euphorbia villosa","V","yes","Slovenia"
"Fagopyrum tataricum","Ex?","yes","Slovenia"
"Fimbristylis annua","E","yes","Slovenia"
"Fragaria viridis","V","yes","Slovenia"
"Fritillaria meleagris","E","yes","Slovenia"
"Fritillaria orientalis","V","yes","Slovenia"
"Gagea pratensis","V","yes","Slovenia"
"Gagea spathacea","V","yes","Slovenia"
"Gentiana acaulis","E","yes","Slovenia"
"Gentiana lutea","V","yes","Slovenia"
"Gladiolus illyricus","V","yes","Slovenia"
"Gladiolus italicus","V","yes","Slovenia"
"Gladiolus palustris","V","yes","Slovenia"
"Glaucium flavum","Ex","yes","Slovenia"
"Goodyera repens","V","yes","Slovenia"
"Gratiola officinalis","V","yes","Slovenia"
"Groenlandia densa","E","yes","Slovenia"
"Gymnadenia conopsea","V","yes","Slovenia"
"Gymnadenia odoratissima","V","yes","Slovenia"
"Halimione portulacoides","V","yes","Slovenia"
"Hammarbya paludosa","E","yes","Slovenia"
"Heleochloa shoenoides","Ex","yes","Slovenia"
"Hemerocallis flava","V","yes","Slovenia"
"Herminium monorchis","V","yes","Slovenia"
"Himantoglossum adriaticum","V","yes","Slovenia"
"Hippocrepis unisiliquosa","Ex","yes","Slovenia"
"Hippophae rhamnoides","E","yes","Slovenia"
"Hippuris vulgaris","V","yes","Slovenia"
"Holoschoenus vulgaris","V","yes","Slovenia"
"Hottonia palustris","V","yes","Slovenia"
"Hydrocharis morsus-ranae","V","yes","Slovenia"
"Hydrocotyle vulgaris","V","yes","Slovenia"
"Inula crithmoides","V","yes","Slovenia"
"Iris sibirica","V","yes","Slovenia"
"Isolepis setacea","V","yes","Slovenia"
"Isolepis supina","E","yes","Slovenia"
"Juncus tommasinii","E","yes","Slovenia"
"Lagurus ovatus","Ex","yes","Slovenia"
"Lemna gibba","V","yes","Slovenia"
"Lemna trisulca","V","yes","Slovenia"
"Leontodon berinii","V","yes","Slovenia"
"Leonurus cardiaca","E","yes","Slovenia"
"Leucojum aestivum","V","yes","Slovenia"
"Lilium bulbiferum ssp. bulbiferum","V","yes","Slovenia"
"Limodorum abortivum","V","yes","Slovenia"
"Limonium serotinum","V","yes","Slovenia"
"Limosella aquatica","E","yes","Slovenia"
"Lindernia procumbens","V","yes","Slovenia"
"Linnaea borealis","E","yes","Slovenia"
"Linum maritimum","E","yes","Slovenia"
"Linum tommasinii","E","yes","Slovenia"
"Liparis loeselii","E","yes","Slovenia"
"Listera cordata","V","yes","Slovenia"
"Lolium temulentum","V","yes","Slovenia"
"Lotus ornithopodioides","Ex","yes","Slovenia"
"Lotus uliginosus","V","yes","Slovenia"
"Ludwigia palustris","V","yes","Slovenia"
"Lycopodiella inundata","V","yes","Slovenia"
"Lycopus exaltatus","V","yes","Slovenia"
"Lythrum hyssopifolia","E","yes","Slovenia"
"Malaxis monophyllos","V","yes","Slovenia"
"Marsilea quadrifolia","V","yes","Slovenia"
"Medicago truncatula","Ex","yes","Slovenia"
"Menyanthes trifoliata","V","yes","Slovenia"
"Muscari botryoides","V","yes","Slovenia"
"Muscari comosum","V","yes","Slovenia"
"Muscari neglectum","V","yes","Slovenia"
"Myosotis discolor","E","yes","Slovenia"
"Myosurus minimus","V","yes","Slovenia"
"Myricaria germanica","E","yes","Slovenia"
"Myriophyllum spicatum","V","yes","Slovenia"
"Myriophyllum verticillatum","V","yes","Slovenia"
"Myrtus communis","V","yes","Slovenia"
"Najas marina","V","yes","Slovenia"
"Najas minor","V","yes","Slovenia"
"Narcissus radiiflorus","V","yes","Slovenia"
"Nuphar lutea","V","yes","Slovenia"
"Nymphaea alba","V","yes","Slovenia"
"Nymphoides peltata","V","yes","Slovenia"
"Oenanthe aquatica","V","yes","Slovenia"
"Oenanthe fistulosa","E","yes","Slovenia"
"Oenanthe pimpinelloides","V","yes","Slovenia"
"Oenanthe silaifolia","V","yes","Slovenia"
"Ononis reclinata","E","yes","Slovenia"
"Ophioglossum vulgatum","V","yes","Slovenia"
"Ophrys apifera","V","yes","Slovenia"
"Ophrys araneola","V","yes","Slovenia"
"Ophrys atrata","V","yes","Slovenia"
"Ophrys fusca","E","yes","Slovenia"
"Ophrys holosericea","V","yes","Slovenia"
"Ophrys incubacea","V","yes","Slovenia"
"Ophrys insectifera","V","yes","Slovenia"
"Ophrys sphegodes","V","yes","Slovenia"
"Orchis coriophora","V","yes","Slovenia"
"Orchis fragrans","E","yes","Slovenia"
"Orchis laxiflora","V","yes","Slovenia"
"Orchis mascula","V","yes","Slovenia"
"Orchis militaris","V","yes","Slovenia"
"Orchis morio","V","yes","Slovenia"
"Orchis pallens","V","yes","Slovenia"
"Orchis palustris","V","yes","Slovenia"
"Orchis papilionacea","V","yes","Slovenia"
"Orchis provincialis","Ex?","yes","Slovenia"
"Orchis purpurea","V","yes","Slovenia"
"Orchis signifera","V","yes","Slovenia"
"Orchis simia","V","yes","Slovenia"
"Orchis tridentata","V","yes","Slovenia"
"Orchis ustulata","V","yes","Slovenia"
"Oxycoccus microcarpus","V","yes","Slovenia"
"Oxycoccus palustris","V","yes","Slovenia"
"Paeonia mascula","V","yes","Slovenia"
"Paeonia officinalis","V","yes","Slovenia"
"Pastinaca sativa var. fleischmannii","Ex","yes","Slovenia"
"Pedicularis elongata","V","yes","Slovenia"
"Pedicularis friderici-augusti","E","yes","Slovenia"
"Pedicularis palustris","V","yes","Slovenia"
"Peplis portula","V","yes","Slovenia"
"Peucedanum coriaceum var. Pospichalii","V","yes","Slovenia"
"Phleum subulatum","Ex?","yes","Slovenia"
"Pilularia globulifera","Ex","yes","Slovenia"
"Pistacia terebinthus","V","yes","Slovenia"
"Plantago cornuti","V","yes","Slovenia"
"Plantago coronopus","V","yes","Slovenia"
"Polycnemum arvense","Ex?","yes","Slovenia"
"Polygonum amphibium","V","yes","Slovenia"
"Polygonum bellardii","Ex?","yes","Slovenia"
"Polygonum maritimum","Ex?","yes","Slovenia"
"Polypogon monspeliensis","Ex","yes","Slovenia"
"Potamogeton acutifolius","E","yes","Slovenia"
"Potamogeton berchtoldii","V","yes","Slovenia"
"Potamogeton coloratus","E","yes","Slovenia"
"Potamogeton filiformis","V","yes","Slovenia"
"Potamogeton gramineus","E","yes","Slovenia"
"Potamogeton lucens","V","yes","Slovenia"
"Potamogeton nodosus","V","yes","Slovenia"
"Potamogeton perfoliatus","V","yes","Slovenia"
"Potamogeton praelongus","E","yes","Slovenia"
"Potamogeton pusillus","V","yes","Slovenia"
"Potamogeton trichoides","E","yes","Slovenia"
"Potentilla palustris","V","yes","Slovenia"
"Potentilla supina","V","yes","Slovenia"
"Primula farinosa","V","yes","Slovenia"
"Primula x venusta","V","yes","Slovenia"
"Prospero elisae","E","yes","Slovenia"
"Pseudostellaria europaea","V","yes","Slovenia"
"Puccinellia fasciculata","V","yes","Slovenia"
"Puccinellia palustris","V","yes","Slovenia"
"Pulsatilla grandis","E","yes","Slovenia"
"Pulsatilla montana","V","yes","Slovenia"
"Pulsatilla nigricans","V","yes","Slovenia"
"Radiola linoides","V","yes","Slovenia"
"Ranunculus aquatilis","V","yes","Slovenia"
"Ranunculus chius","Ex","yes","Slovenia"
"Ranunculus circinatus","V","yes","Slovenia"
"Ranunculus fluitans","V","yes","Slovenia"
"Ranunculus lingua","V","yes","Slovenia"
"Ranunculus petiveri","V","yes","Slovenia"
"Ranunculus sceleratus","V","yes","Slovenia"
"Ranunculus trichophyllus","V","yes","Slovenia"
"Rhododendron luteum","V","yes","Slovenia"
"Rhynchospora alba","V","yes","Slovenia"
"Rhynchospora fusca","E","yes","Slovenia"
"Rorippa amphibia","V","yes","Slovenia"
"Rumex aquaticus","V","yes","Slovenia"
"Rumex maritimus","V","yes","Slovenia"
"Rumex palustris","V","yes","Slovenia"
"Ruppia maritima","E","yes","Slovenia"
"Sagittaria sagittifolia","V","yes","Slovenia"
"Salicornia herbacea","V","yes","Slovenia"
"Salix rosmarinifolia","V","yes","Slovenia"
"Salsola soda","V","yes","Slovenia"
"Salsola tragus","Ex?","yes","Slovenia"
"Salvinia natans","V","yes","Slovenia"
"Samolus valerandi","V","yes","Slovenia"
"Scheuchzeria palustris","E","yes","Slovenia"
"Schoenoplectus mucronatus","V","yes","Slovenia"
"Schoenoplectus tabernaemontani Schoenoplectus triqueter","V","yes","Slovenia"
"Schoenus ferrugineus","E","yes","Slovenia"
"Schoenus nigricans","V","yes","Slovenia"
"Scilla litardierei","V","yes","Slovenia"
"Scirpus radicans","V","yes","Slovenia"
"Scleranthus perennis","V","yes","Slovenia"
"Scorzonera rosea","V","yes","Slovenia"
"Scrophularia heterophylla","V","yes","Slovenia"
"Sedum alpestre","E","yes","Slovenia"
"Senecio doria","V","yes","Slovenia"
"Senecio subalpinus","V","yes","Slovenia"
"Serratula lycopifolia","V","yes","Slovenia"
"Sideritis montana","E","yes","Slovenia"
"Silene gallica","E","yes","Slovenia"
"Silene linicola","Ex","yes","Slovenia"
"Sium latifolium","V","yes","Slovenia"
"Smilax aspera","V","yes","Slovenia"
"Sparganium minimum","Ex?","yes","Slovenia"
"Spergularia marina","V","yes","Slovenia"
"Spergularia media","V","yes","Slovenia"
"Spiranthes aestivalis","E","yes","Slovenia"
"Spiranthes spiralis","V","yes","Slovenia"
"Spirodela polyrhiza","V","yes","Slovenia"
"Sternbergia lutea","Ex","yes","Slovenia"
"Stipa joannis","Ex?","yes","Slovenia"
"Stratiotes aloides","E","yes","Slovenia"
"Streptopus amplexifolius","V","yes","Slovenia"
"Suaeda maritima","V","yes","Slovenia"
"Succisella inflexa","V","yes","Slovenia"
"Tetragonolobus maritimus","V","yes","Slovenia"
"Teucrium scordium","V","yes","Slovenia"
"Thalictrum simplex","V","yes","Slovenia"
"Thelypteris palustris","V","yes","Slovenia"
"Thymelaea passerina","V","yes","Slovenia"
"Tragopogon porrifolius","V","yes","Slovenia"
"Trapa natans","V","yes","Slovenia"
"Traunsteinera globosa","V","yes","Slovenia"
"Tribulus terrestris","Ex","yes","Slovenia"
"Trichophorum alpinum","V","yes","Slovenia"
"Trichophorum caespitosum","V","yes","Slovenia"
"Trifolium cherleri","Ex","yes","Slovenia"
"Trifolium resupinatum","E","yes","Slovenia"
"Trifolium stellatum","Ex","yes","Slovenia"
"Trifolium subterraneum","Ex","yes","Slovenia"
"Triglochin maritimum","E","yes","Slovenia"
"Triglochin palustre","V","yes","Slovenia"
"Typha laxmannii","E","yes","Slovenia"
"Typha shuttleworthii","V","yes","Slovenia"
"Utricularia australis","E","yes","Slovenia"
"Utricularia bremii","Ex","yes","Slovenia"
"Utricularia intermedia","V","yes","Slovenia"
"Utricularia minor","V","yes","Slovenia"
"Utricularia vulgaris","V","yes","Slovenia"
"Vaccinium uliginosum","V","yes","Slovenia"
"Veratrum nigrum","V","yes","Slovenia"
"Veronica anagalloides","V","yes","Slovenia"
"Veronica catenata","V","yes","Slovenia"
"Veronica scutellata","V","yes","Slovenia"
"Viola elatior","V","yes","Slovenia"
"Viola palustris","E","yes","Slovenia"
"Viola uliginosa","V","yes","Slovenia"
"Vulpia fasciculata","Ex","yes","Slovenia"
"Wolffia arrhiza","E","yes","Slovenia"
"Woodsia ilvensis","E","yes","Slovenia"
"Zannichellia palustris","V","yes","Slovenia"
"Abies pinsapo","VU","yes","Spain"
"Achillea santolinoides","VU","yes","Spain"
"Acis valentina","VU","yes","Spain"
"Aconitum burnati","VU","yes","Spain"
"Aconitum napellus ssp. castellanum","VU","yes","Spain"
"Aconitum variegatum ssp. pyrenaicum","VU","yes","Spain"
"Adenocarpus gibbsianus","CR","yes","Spain"
"Adenocarpus ombriosus","EN","yes","Spain"
"Adoxa moschatellina","RE","yes","Spain"
"Aeonium aizoon","VU","yes","Spain"
"Aeonium balsamiferum","VU","yes","Spain"
"Aeonium cuneatum","VU","yes","Spain"
"Aeonium dodrantale","VU","yes","Spain"
"Aeonium gomerense","VU","yes","Spain"
"Aeonium haworthii","VU","yes","Spain"
"Aeonium mascaense","RE","yes","Spain"
"Aeonium saundersii","VU","yes","Spain"
"Aeonium volkeri","VU","yes","Spain"
"Agrostis barceloi","CR","yes","Spain"
"Agrostis canina ssp. granatensis","VU","yes","Spain"
"Aichryson bethencourtianum","EN","yes","Spain"
"Aichryson bituminosum","EN","yes","Spain"
"Aichryson brevipetalum","VU","yes","Spain"
"Aichryson pachycaulon ssp. gonzalez-hernandezii","VU","yes","Spain"
"Aichryson pachycaulon ssp. immaculatum","VU","yes","Spain"
"Aichryson pachycaulon ssp. pachycaulon","CR","yes","Spain"
"Aichryson pachycaulon ssp. parviflorum","VU","yes","Spain"
"Aichryson pachycaulon ssp. praetermissum","EN","yes","Spain"
"Aichryson porphyrogennetos","VU","yes","Spain"
"Aichryson tortuosum","VU","yes","Spain"
"Alchemilla font-querii","CR","yes","Spain"
"Alchemilla pentaphyllea","VU","yes","Spain"
"Allium pardoi","VU","yes","Spain"
"Allium pruinatum","VU","yes","Spain"
"Allium rouyi","CR","yes","Spain"
"Allium schmitzii","VU","yes","Spain"
"Allium sphaerocephalon ssp. ebusitanum","VU","yes","Spain"
"Althenia orientalis","EN","yes","Spain"
"Alyssum gadorense","VU","yes","Spain"
"Alyssum loiseleurii ssp. gallaecicum","VU","yes","Spain"
"Alyssum loiseleurii ssp. loiseleurii","CR","yes","Spain"
"Alyssum nevadense","VU","yes","Spain"
"Ammochloa palaestina","VU","yes","Spain"
"Ammodaucus leucotrichus ssp. nanocarpus","EN","yes","Spain"
"Anacyclus alboranensis","CR","yes","Spain"
"Anagyris latifolia","CR","yes","Spain"
"Anarrhinum fruticosum","CR","yes","Spain"
"Anchusa puechi","VU","yes","Spain"
"Androcymbium gramineum","VU","yes","Spain"
"Androcymbium hierrense ssp. hierrense","EN","yes","Spain"
"Androcymbium hierrense ssp. macrospermum","EN","yes","Spain"
"Androcymbium psammophilum","VU","yes","Spain"
"Androsace cantabrica","EN","yes","Spain"
"Androsace cylindrica ssp. willkommii","VU","yes","Spain"
"Androsace halleri","VU","yes","Spain"
"Androsace helvetica","VU","yes","Spain"
"Androsace rioxana","EN","yes","Spain"
"Androsace vitaliana ssp. assoana","VU","yes","Spain"
"Androsace vitaliana ssp. nevadensis","VU","yes","Spain"
"Andryala agardhii","VU","yes","Spain"
"Anthemis bourgaei","EN","yes","Spain"
"Anthemis chrysantha","CR","yes","Spain"
"Anthemis secundiramea","CR","yes","Spain"
"Anthyllis rupestris","CR","yes","Spain"
"Anthyllis tejedensis ssp. plumosa","VU","yes","Spain"
"Antirrhinum charidemi","CR","yes","Spain"
"Antirrhinum latifolium","VU","yes","Spain"
"Antirrhinum lopesianum","EN","yes","Spain"
"Antirrhinum majus ssp. linkianum","EN","yes","Spain"
"Antirrhinum microphyllum","VU","yes","Spain"
"Antirrhinum pertegasii","EN","yes","Spain"
"Antirrhinum subbaeticum","EN","yes","Spain"
"Antirrhinum valentinum","VU","yes","Spain"
"Apium bermejoi","CR","yes","Spain"
"Apium graveolens ssp. butronensis","CR","yes","Spain"
"Apollonias barbujana ssp. ceballosi","CR","yes","Spain"
"Apteranthes burchardii ssp. burchardii","VU","yes","Spain"
"Apteranthes europaea ssp. europaea","EN","yes","Spain"
"Apteranthes munbyana ssp. hispanica","VU","yes","Spain"
"Aquilegia paui","CR","yes","Spain"
"Aquilegia pyrenaica ssp. cazorlensis","EN","yes","Spain"
"Aquilegia pyrenaica ssp. guarensis","VU","yes","Spain"
"Arabis juressi","VU","yes","Spain"
"Arabis margaritae","CR","yes","Spain"
"Arabis soyeri ssp. soyeri","VU","yes","Spain"
"Arenaria arcuatociliata","VU","yes","Spain"
"Arenaria bolosii","CR","yes","Spain"
"Arenaria delaguardiae","VU","yes","Spain"
"Arenaria favargeri","VU","yes","Spain"
"Arenaria nevadensis","CR","yes","Spain"
"Arenaria racemosa","VU","yes","Spain"
"Arenaria tomentosa","VU","yes","Spain"
"Argantoniella salzmannii","VU","yes","Spain"
"Argyranthemum adauctum ssp. adauctum","VU","yes","Spain"
"Argyranthemum adauctum ssp. erythrocarpon","CR","yes","Spain"
"Argyranthemum adauctum ssp. jacobiifolium","EN","yes","Spain"
"Argyranthemum adauctum ssp. palmensis","CR","yes","Spain"
"Argyranthemum broussonetii ssp. broussonetii","VU","yes","Spain"
"Argyranthemum broussonetii ssp. gomerensis","VU","yes","Spain"
"Argyranthemum callichrysum","VU","yes","Spain"
"Argyranthemum coronopifolium","VU","yes","Spain"
"Argyranthemum escarrei","VU","yes","Spain"
